Title	IMDB	Budget	Dom Box Office	Intl Box Office	Score	Year	Writers	Directors	Producers	Female Char %	Female Talk %	Female Writer %	Female Director %	Female Producer %	Overall Female Production %	Genre
 Jackass Number Two 	493430	-6	-4	92647300	1	2006	" [['Jeff Tremaine', 'm'], ['Spike Jonze', 'm'], ['Johnny Knoxville', 'm'], ['Preston Lacy', 'm']] "	" [['Jeff Tremaine', 'm']] "	" [['Sean Cliver', 'm'], ['Troy Craig Poon', 'NULL'], ['Dimitry Elyashkevich', 'm'], ['Derek Freda', 'm'], ['David Gale', 'm'], ['Spike Jonze', 'm'], ['Johnny Knoxville', 'm'], ['Bam Margera', 'm'], ['Tabrez Noorani', 'm'], ['Trip Taylor', 'NULL'], ['Van Toffler', 'm'], ['Jeff Tremaine', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 John Tucker Must Die 	455967	-5.82861015	47808255	80230266.16	2	2006	" [['Jeff Lowell', 'm']] "	" [['Betty Thomas', 'f']] "	" [['Michael Birnbaum', 'm'], ['Bob Cooper', 'm'], ['Marc S. Fischer', 'm'], ['Karen Lunder', 'f'], ['Steve Rubenstein', 'm']] "	-1.5	-1.5	0	1	0.2	0.285714286	Comedy
 Lady in the Water 	452637	87429152.25	49292753.05	84847274.96	2	2006	" [['M. Night Shyamalan', 'm']] "	" [['M. Night Shyamalan', 'm']] "	" [['Sam Mercer', 'm'], ['M. Night Shyamalan', 'm']] "	-1.5	-1.5	0	0	0	0	Drama
 Last Holiday 	408985	52457491.35	44763680.49	50526177.88	3	2006	" [['Jeffrey Price', 'm'], ['Peter S. Seaman', 'm'], ['J.B. Priestley', 'm']] "	" [['Wayne Wang', 'm']] "	" [['Laurence Mark', 'm'], ['Jeffrey Price', 'm'], ['Jack Rapke', 'm'], ['Peter S. Seaman', 'm'], ['Steve Starkey', 'm'], ['Richard Vane', 'm'], ['Robert Zemeckis', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
 Lonely Hearts 	441774	-6	-4	3206883	3	2006	" [['Todd Robinson', 'm']] "	" [['Todd Robinson', 'm']] "	" [['Boaz Davidson', 'm'], ['Danny Dimbort', 'm'], ['Randall Emmett', 'm'], ['George Furla', 'm'], ['Manfred D. Heid', 'NULL'], ['Kathryn Himoff', 'f'], ['Gerd Koechlin', 'NULL'], ['Josef Lautenschlager', 'm'], ['Avi Lerner', 'm'], ['Sidney Sherman', 'NULL'], ['Trevor Short', 'm'], ['Andreas Thiesmeyer', 'NULL'], ['John Thompson', 'm'], ['Holly Wiersma', 'f']] "	-1.5	-1.5	0	0	0.142857143	0.125	&&&&
 Loving Annabelle 	323120	1165722.03	-13.98866436	6273.915965	3	2006	" [['Olivia Bohnhoff', 'f'], ['Katherine Brooks', 'f'], ['Karen Klopfenstein', 'f']] "	" [['Katherine Brooks', 'f']] "	" [['Katherine Brooks', 'f'], ['Gregory Carroll', 'm'], ['Jenny Green', 'f'], ['Tiffany Reis', 'f'], ['Jennifer Young', 'f']] "	-1.5	-1.5	1	1	0.8	0.888888889	Drama
 Man of the Year 	483726	23314440.6	43647174.08	48193489.99	1	2006	" [['Barry Levinson', 'm']] "	" [['Barry Levinson', 'm']] "	" [['David Coatsworth', 'm'], ['Andy Fraser', 'NULL'], ['Robert N. Fried', 'm'], ['Guy McElwaine', 'm'], ['David C. Robinson', 'm'], ['James G. Robinson', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
 Marie Antoinette 	422720	46628881.2	18607804.1	70948723.24	3	2006	" [['Sofia Coppola', 'f']] "	" [['Sofia Coppola', 'f']] "	" [['Francis Ford Coppola', 'm'], ['Sofia Coppola', 'f'], ['Callum Greene', 'm'], ['Ross Katz', 'm'], ['Paul Rassam', 'm'], ['Fred Roos', 'm']] "	-1.5	-1.5	1	1	0.166666667	0.375	Drama
 Material Girls 	433412	-5.82861015	13347095.25	14512817.28	3	2006	" [['John Quaintance', 'm'], [""""Jessica O'Toole"""", 'f'], ['Amy Rardin', 'f']] "	" [['Martha Coolidge', 'f']] "	" [['Greg Carney', 'm'], ['Haylie Duff', 'f'], ['Hilary Duff', 'f'], ['Susan Duff', 'f'], ['Brent Emery', 'm'], ['David Faigenblum', 'm'], ['Gary Hamilton', 'm'], ['Milton Kim', 'm'], ['Eve LaDue', 'f'], ['Michael Mendelsohn', 'm'], ['Mirjana Mijojlic', 'NULL'], ['Mark Morgan', 'm'], ['Guy Oseary', 'm'], ['Tara Pirnia', 'm'], ['Gary Raskin', 'm'], ['Troy Rowland', 'm'], ['Austen Tayler', 'NULL'], ['Tim Wesley', 'm']] "	-1.5	-1.5	0.666666667	1	0.222222222	0.318181818	Comedy
 Miss Potter 	482546	34971660.9	3503699.962	41839228.97	3	2006	" [['Richard Maltby Jr.', 'm']] "	" [['Chris Noonan', 'm']] "	" [['Steve Christian', 'm'], ['David Kirschner', 'm'], ['Mike Medavoy', 'm'], ['Arnold Messer', 'm'], ['Louis Phillips', 'm'], ['Corey Sienega', 'm'], ['David Thwaites', 'm'], ['Colin Vaines', 'm'], ['Bob Weinstein', 'm'], ['Harvey Weinstein', 'm'], ['Nigel Wooll', 'm'], ['Renee Zellweger', 'f']] "	-1.5	-1.5	0	0	0.083333333	0.071428571	Drama
 Mission: Impossible III 	317919	174858304.5	155625462.4	463376078.3	1	2006	" [['Alex Kurtzman', 'm'], ['Roberto Orci', 'm'], ['J.J. Abrams', 'm'], ['Bruce Geller', 'm']] "	" [['J.J. Abrams', 'm']] "	" [['Arthur Anderson', 'm'], ['Tom Cruise', 'm'], ['Sanping Han', 'm'], ['Tao Jiang', 'NULL'], ['Stratton Leopold', 'm'], ['Doming Shi', 'NULL'], ['Paula Wagner', 'f'], ['Buting Yang', 'm'], ['Haicheng Zhao', 'NULL']] "	-1.5	-1.5	0	0	0.111111111	0.071428571	Action
 Nacho Libre 	457510	37303104.96	93488567.2	115752073.3	0	2006	" [['Jared Hess', 'm'], ['Jerusha Hess', 'f'], ['Mike White', 'm']] "	" [['Jared Hess', 'm']] "	" [['Jack Black', 'm'], ['Ricardo Del Rio', 'm'], ['David Klawans', 'm'], ['Steve Nicolaides', 'm'], ['Julia Pistor', 'f'], ['Damon Ross', 'm'], ['Sharon Seto', 'f'], ['Mike White', 'm']] "	-1.5	-1.5	0.333333333	0	0.25	0.25	Comedy
 Night at the Museum 	477347	128229423.3	292436838	675473441.8	3	2006	" [['Robert Ben Garant', 'm'], ['Thomas Lennon', 'm'], ['Milan Trenc', 'm']] "	" [['Shawn Levy', 'm']] "	" [['Michael Barnathan', 'm'], ['Chris Columbus', 'm'], ['Thomas M. Hammel', 'm'], ['Shawn Levy', 'm'], ['Josh McLaglen', 'm'], ['Mark Radcliffe', 'm'], ['Ira Shuman', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
 Nina's Heavenly Delights 	435706	-6	-4	82299	3	2006	" [['Andrea Gibb', 'NULL'], ['Pratibha Parmar', 'f']] "	" [['Pratibha Parmar', 'f']] "	" [['Chris Atkins', 'm'], ['Claire Chapman', 'f'], ['Colin Leventhal', 'm'], ['Margaret Matheson', 'f'], ['Scott Meek', 'm'], ['Pratibha Parmar', 'f'], ['Marion Pilowsky', 'NULL']] "	-1.5	-1.5	0.5	1	0.428571429	0.5	&&&&
 Notes on a Scandal 	465551	-6	-4	63334794	3	2006	" [['Patrick Marber', 'm'], ['Zoe Heller', 'f']] "	" [['Richard Eyre', 'm']] "	" [['Robert Fox', 'm'], ['Redmond Morris', 'm'], ['Scott Rudin', 'm']] "	-1.5	-1.5	0.5	0	0	0.166666667	&&&&
 Open Season 	400717	99086372.55	99209075.29	223739544.8	1	2006	" [['Steve Bencich', 'm'], ['Ron J. Friedman', 'm'], ['Nat Mauldin', 'NULL'], ['Jill Culton', 'f'], ['Anthony Stacchi', 'm'], ['Steve Moore', 'm'], ['John B. Carls', 'm']] "	" [['Roger Allers', 'm'], ['Jill Culton', 'f'], ['Anthony Stacchi', 'm']] "	" [['John B. Carls', 'm'], ['Buzz Hays', 'm'], ['Amy Jupiter', 'f'], ['Andrea Miloro', 'NULL'], ['Steve Moore', 'm'], ['Michelle Murdocca', 'f']] "	-1.5	-1.5	0.142857143	0.333333333	0.333333333	0.25	Adventure
 Poultrygeist: Night of the Chicken Dead 	462485	-6	-4	29279	1	2006	" [['Gabriel Friedman', 'm'], ['Daniel Bova', 'm'], ['Lloyd Kaufman', 'm']] "	" [['Lloyd Kaufman', 'm']] "	" [['Benjamin Cord', 'm'], ['Andrew Deemer', 'm'], ['Jason Foulke', 'm'], ['Michael Herz', 'm'], ['Lloyd Kaufman', 'm'], ['Patricia Kaufman', 'f'], ['Kiel Walker', 'NULL']] "	-1.5	-1.5	0	0	0.142857143	0.090909091	&&&&
 Puccini for Beginners 	492481	-6	-4	141130	3	2006	" [['Maria Maggenti', 'f']] "	" [['Maria Maggenti', 'f']] "	" [['Jake Abraham', 'm'], ['John Sloss', 'm'], ['Gary Winick', 'm'], ['Eden Wurmfeld', 'm']] "	-1.5	-1.5	1	1	0	0.333333333	&&&&
 Running with Scissors 	439289	-6	-4	9497595	3	2006	" [['Ryan Murphy', 'm'], ['Augusten Burroughs', 'm']] "	" [['Ryan Murphy', 'm']] "	" [['Augusten Burroughs', 'm'], ['Dede Gardner', 'f'], ['Brad Grey', 'm'], ['Ryan Murphy', 'm'], ['Brad Pitt', 'm'], ['Steve Samuels', 'm'], ['Bonnie Weis', 'f']] "	-1.5	-1.5	0	0	0.285714286	0.2	&&&&
 Saw III 	489270	11657220.3	93536048.23	191034813.5	3	2006	" [['Leigh Whannell', 'm'], ['James Wan', 'm']] "	" [['Darren Lynn Bousman', 'm']] "	" [['Peter Block', 'm'], ['Mark Burg', 'm'], ['Jason Constantine', 'm'], ['Greg Copeland', 'm'], ['Daniel J. Heffner', 'm'], ['Gregg Hoffman', 'm'], ['Oren Koules', 'm'], ['Stacey Testro', 'NULL'], ['James Wan', 'm'], ['Leigh Whannell', 'm']] "	-1.5	-1.5	0	0	0	0	Horror
 She's the Man 	454945	29143050.75	39505339.22	64440656.86	2	2006	" [['Ewan Leslie', 'f'], ['Karen McCullah', 'f'], ['Kirsten Smith', 'f']] "	" [['Andy Fickman', 'm']] "	" [['Marty P. Ewing', 'm'], ['Ewan Leslie', 'f'], ['Gary Lucchesi', 'm'], ['Tom Rosenberg', 'm'], ['Lauren Shuler Donner', 'f']] "	-1.5	-1.5	1	0	0.4	0.555555556	Romantic Comedy
 Snakes on a Plane 	417148	38468826.99	-13.98866436	72299029.2	3	2006	" [['John Heffernan', 'm'], ['Sebastian Gutierrez', 'm'], ['David Dalessandro', 'm']] "	" [['David R. Ellis', 'm']] "	" [['Craig Berenson', 'm'], ['Stokely Chaffin', 'f'], ['Toby Emmerich', 'm'], ['Penney Finkelman Cox', 'f'], ['Don Granger', 'm'], ['Justis Greene', 'm'], ['Gary Levinsohn', 'm'], ['Jason Linn', 'm'], ['Cathy Pallo', 'NULL'], ['Sandra Rabins', 'f'], ['Mark Allan Staubach', 'm'], ['George Waud', 'm']] "	-1.5	-1.5	0	0	0.25	0.1875	Thriller/Suspense
 Snow cake 	448124	-6	-4	1758860	3	2006	" [['Angela Pell', 'NULL']] "	" [['Marc Evans', 'm']] "	" [['Gina Carter', 'f'], ['Steve Coogan', 'm'], ['Jessica Daniel', 'f'], ['Andrew Eaton', 'm'], ['Niv Fichman', 'NULL'], ['Robert Jones', 'm'], ['Sheena Macdonald', 'NULL'], ['Henry Normal', 'm'], ['David M. Thompson', 'm'], ['Michael Winterbottom', 'm']] "	-1.5	-1.5	0	0	0.2	0.166666667	&&&&
 Starter for 10 	477095	-6	-4	2210430	2	2006	" [['David Nicholls', 'm']] "	" [['Tom Vaughan', 'm']] "	" [['Jeff Abberley', 'm'], ['Julia Blackman', 'f'], ['Diana Choi', 'f'], ['Michelle Chydzik Sowa', 'f'], ['Gary Goetzman', 'm'], ['Tom Hanks', 'm'], ['Pippa Harris', 'f'], ['Nathalie Marciano', 'f'], ['Sam Mendes', 'm'], ['Mary Richards', 'f'], ['Steve Shareshian', 'm']] "	-1.5	-1.5	0	0	0.545454545	0.461538462	&&&&
 Stick It 	430634	23314440.6	-13.98866436	35437616.32	3	2006	" [['Jessica Bendinger', 'f']] "	" [['Jessica Bendinger', 'f']] "	" [['Gary Barber', 'm'], ['Roger Birnbaum', 'm'], ['Allison Burnett', 'm'], ['David Crockett', 'm'], ['Derek Evans', 'm'], ['Jonathan Glickman', 'm'], ['Gail Lyon', 'NULL']] "	-1.5	-1.5	1	1	0	0.222222222	Comedy
 Superman Returns 	348150	270447511	-13.98866436	436079201.4	1	2006	" [['Michael Dougherty', 'm'], ['Dan Harris', 'm'], ['Bryan Singer', 'm']] "	" [['Bryan Singer', 'm']] "	" [['Gilbert Adler', 'm'], ['William Fay', 'm'], ['Stephen Jones', 'm'], ['Chris Lee', 'm'], ['Scott Mednick', 'm'], ['Lorne Orleans', 'm'], ['Jon Peters', 'm'], ['Bryan Singer', 'm'], ['Thomas Tull', 'm']] "	-1.5	-1.5	0	0	0	0	Adventure
 Take the Lead 	446046	34971660.9	40499591.7	76227138.24	3	2006	" [['Dianne Houston', 'f']] "	" [['Liz Friedlander', 'f']] "	" [['Toby Emmerich', 'm'], ['Christopher Godsick', 'm'], ['Michelle Grace', 'f'], ['Mathew Hart', 'm'], ['Mark Kaufman', 'm'], ['Ray Liotta', 'm'], ['Matt Moore', 'm'], ['Diane Nabatoff', 'f']] "	-1.5	-1.5	1	1	0.25	0.4	Drama
 The Ant Bully 	429589	52457491.35	32806373.03	57832516.73	2	2006	" [['John A. Davis', 'm'], ['John Nickle', 'm']] "	" [['John A. Davis', 'm']] "	" [['Keith Alcorn', 'm'], ['Diana Choi', 'f'], ['John A. Davis', 'm'], ['William Fay', 'm'], ['Gary Goetzman', 'm'], ['Tom Hanks', 'm'], ['Alex Johns', 'm'], ['Scott Mednick', 'm'], ['Kim Saxon', 'NULL'], ['Steve Shareshian', 'm'], ['Thomas Tull', 'm']] "	-1.5	-1.5	0	0	0.090909091	0.071428571	Adventure
 The Architect 	466665	-6	-4	17487	3	2006	" [['David Greig', 'm'], ['Matt Tauber', 'm']] "	" [['Matt Tauber', 'm']] "	" [['Declan Baldwin', 'm'], ['Mark Cuban', 'm'], ['Jason Kliot', 'm'], ['Danny Leiner', 'm'], ['Joana Vicente', 'f'], ['Todd Wagner', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.111111111	&&&&
 The Break Up 	452594	-6	-4	260964600	1	2006	" [['Jeremy Garelick', 'm'], ['Jay Lavender', 'm'], ['Vince Vaughn', 'm']] "	" [['Peyton Reed', 'm']] "	" [['Stuart M. Besser', 'm'], ['Peter Billingsley', 'm'], ['Jeremy Garelick', 'm'], ['Jay Lavender', 'm'], ['Scott Stuber', 'm'], ['Vince Vaughn', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 The Covenant 	475944	23314440.6	27236843.43	44489529.48	3	2006	" [['J.S. Cardone', 'm']] "	" [['Renny Harlin', 'm']] "	" [['J.S. Cardone', 'm'], ['Scott Einbinder', 'm'], ['Carol Kottenbrook', 'f'], ['Andre Lamal', 'm'], ['Reno Logan', 'NULL'], ['Gary Lucchesi', 'm'], ['James McQuaide', 'm'], ['Roger Mincheff', 'm'], ['Tom Rosenberg', 'm']] "	-1.5	-1.5	0	0	0.111111111	0.090909091	Thriller/Suspense
 The Da Vinci Code 	382625	145715253.8	253586668.4	895065224.1	1	2006	" [['Akiva Goldsman', 'm'], ['Dan Brown', 'm']] "	" [['Ron Howard', 'm']] "	" [['Dan Brown', 'm'], ['John Calley', 'm'], ['Brian Grazer', 'm'], ['Todd Hallowell', 'm'], ['Ron Howard', 'm']] "	-1.5	-1.5	0	0	0	0	Thriller/Suspense
 The Dead Girl 	783238	-6	-4	1152435	3	2006	" [['Karen Moncrieff', 'f']] "	" [['Karen Moncrieff', 'f']] "	" [['Eric Karten', 'm'], ['Gary Lucchesi', 'm'], ['Terry McKay', 'NULL'], ['Eric Reid', 'm'], ['Tom Rosenberg', 'm'], ['David Rubin', 'm'], ['Kevin Turen', 'm'], ['Temple Williams', 'm'], ['Henry Winterstern', 'm'], ['Richard S. Wright', 'm']] "	-1.5	-1.5	1	1	0	0.166666667	&&&&
 The Fall 	460791	-6	-4	2902883	3	2006	" [['Dan Gilroy', 'm'], ['Nico Soultanakis', 'm'], ['Tarsem Singh', 'm'], ['Valeri Petrov', 'm']] "	" [['Tarsem Singh', 'm']] "	" [['Lionel Kopp', 'm'], ['Ajit Singh', 'NULL'], ['Tarsem Singh', 'm'], ['Nico Soultanakis', 'm'], ['Tommy Turtle', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 The Fountain 	414993	40800271.05	11825095.93	18023972.04	3	2006	" [['Darren Aronofsky', 'm'], ['Ari Handel', 'm']] "	" [['Darren Aronofsky', 'm']] "	" [['Arnon Milchan', 'm'], ['Iain Smith', 'm'], ['Eric Watson', 'm'], ['Nick Wechsler', 'm']] "	-1.5	-1.5	0	0	0	0	Drama
 The Good German 	452624	-6	-4	7529678	1	2006	" [['Paul Attanasio', 'm'], ['Joseph Kanon', 'm']] "	" [['Steven Soderbergh', 'm']] "	" [['Frederic W. Brost', 'm'], ['Ben Cosgrove', 'm'], ['Gregory Jacobs', 'm'], ['Ben Waisbren', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
 The Grudge 2 	433386	23314440.6	45630835.46	82467651.61	3	2006	" [['Stephen Susco', 'm'], ['Takashi Shimizu', 'm']] "	" [['Takashi Shimizu', 'm']] "	" [['Drew Crevello', 'm'], ['Doug Davison', 'm'], ['Joseph Drake', 'm'], ['Takashige Ichise', 'm'], ['Nathan Kahane', 'm'], ['Michael Kirk', 'm'], ['Roy Lee', 'm'], ['Sam Raimi', 'm'], ['Shintaro Shimosawa', 'm'], ['Rob Tapert', 'm']] "	-1.5	-1.5	0	0	0	0	Horror
 The Guardian 	406816	81600542.1	64128387.9	110712747.8	1	2006	" [['Ron L. Brinkerhoff', 'm']] "	" [['Andrew Davis', 'm']] "	" [['Armyan Bernstein', 'm'], ['Zanne Devine', 'f'], ['Beau Flynn', 'm'], ['Charlie Lyons', 'm'], ['Peter Macgregor-Scott', 'm'], ['Tripp Vinson', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.125	Action
 The Holiday 	457939	99086372.55	73766890.06	239194881	3	2006	" [['Nancy Meyers', 'f']] "	" [['Nancy Meyers', 'f']] "	" [['Bruce A. Block', 'm'], ['Suzanne McNeill Farwell', 'f'], ['Nancy Meyers', 'f']] "	-1.5	-1.5	1	1	0.666666667	0.8	Romantic Comedy
 The Lake House 	410297	46628881.2	61002363.23	133859990.1	3	2006	" [['David Auburn', 'm'], ['Eun-Jeong Kim', 'NULL'], ['Ji-na Yeo', 'NULL']] "	" [['Alejandro Agresti', 'm']] "	" [['Bruce Berman', 'm'], ['Doug Davison', 'm'], ['Dana Goldberg', 'f'], ['Roy Lee', 'm'], ['Sonny Mallhi', 'm'], ['Mary McLaglen', 'f'], ['Erwin Stoff', 'm']] "	-1.5	-1.5	0	0	0.285714286	0.181818182	Drama
 The Painted Veil 	446755	22615007.38	9396287.268	17624312.4	3	2006	" [['Ron Nyswaner', 'm'], ['W. Somerset Maugham', 'm']] "	" [['John Curran', 'm']] "	" [['Antonia Barnard', 'NULL'], ['Sara Colleton', 'f'], ['John Curran', 'm'], ['Jean-Francois Fonlupt', 'NULL'], ['Yasmine Golchan', 'f'], ['Mark Gordon', 'm'], ['Robert Katz', 'm'], ['Edward Norton', 'm'], ['Ron Nyswaner', 'm'], ['Naomi Watts', 'f'], ['Bob Yari', 'm']] "	-1.5	-1.5	0	0	0.272727273	0.214285714	Drama
 The Pink Panther 	383216	93257762.4	95853212.19	185264091.9	1	2006	" [['Len Blum', 'm'], ['Steve Martin', 'm'], ['Michael Saltzman', 'm']] "	" [['Shawn Levy', 'm']] "	" [['Ira Shuman', 'm'], ['Robert Simonds', 'm'], ['Tracey Trench', 'f'], ['Tim Hamilton', 'm']] "	-1.5	-1.5	0	0	0.25	0.125	Comedy
 The Pursuit of Happyness 	454921	64114711.65	189530123.9	358256260.8	0	2006	" [['Steve Conrad', 'm']] "	" [['Gabriele Muccino', 'm']] "	" [['David Alper', 'm'], ['Todd Black', 'm'], ['Jason Blumenthal', 'm'], ['Mark Clayman', 'm'], [""""Louis D'Esposito"""", 'm'], ['James Lassiter', 'm'], ['Will Smith', 'm'], ['Steve Tisch', 'm'], ['Teddy Zee', 'm']] "	-1.5	-1.5	0	0	0	0	Drama
 The Unknown Woman 	494271	-6	-4	8721136	3	2006	" [['Giuseppe Tornatore', 'm'], ['Massimo De Rita', 'm']] "	" [['Giuseppe Tornatore', 'm']] "	" [['Laura Fattori', 'f']] "	-1.5	-1.5	0	0	1	0.25	&&&&
 The Wind That Shakes the Barley 	460989	-6	-4	29151583	1	2006	" [['Paul Laverty', 'm']] "	" [['Ken Loach', 'm']] "	" [['Ulrich Felsberg', 'NULL'], ['Andrew Lowe', 'm'], ['Redmond Morris', 'm'], [""""Rebecca O'Brien"""", 'f'], ['Nigel Thomas', 'm'], ['Paul Trijbits', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.125	&&&&
 This Film Is Not Yet Rated 	493459	-6	-4	432322	3	2006	" [['Kirby Dick', 'm'], ['Eddie Schmidt', 'm'], ['Matt Patterson', 'm']] "	" [['Kirby Dick', 'm']] "	" [['Alison Palmer Bourke', 'f'], ['Nick Fraser', 'm'], ['Eddie Schmidt', 'm'], ['Evan Shapiro', 'm']] "	-1.5	-1.5	0	0	0.25	0.125	&&&&
 We Are Marshall 	758794	75771931.95	50761790.12	50761790.12	1	2006	" [['Jamie Linden', 'm'], ['Cory Helms', 'm']] "	" [['McG', 'm']] "	" [['Jeanne Allgood', 'NULL'], ['William Fay', 'm'], ['Basil Iwanyk', 'm'], ['Matthew Robert Kelly', 'm'], ['Jamie Linden', 'm'], ['Trumaine McBride', 'NULL'], ['Scott Mednick', 'm'], [""""Brent O'Connor"""", 'm'], ['Thomas Tull', 'm'], ['Mary Viola', 'f']] "	-1.5	-1.5	0	0	0.1	0.076923077	Drama
 When a Stranger Calls 	455857	17485830.45	55791705.82	78354513.34	3	2006	" [['Jake Wade Wall', 'm'], ['Steve Feke', 'm'], ['Fred Walton', 'm']] "	" [['Simon West', 'm']] "	" [['Paddy Cullen', 'NULL'], ['John Davis', 'm'], ['Wyck Godfrey', 'm'], ['Ken Lemberger', 'm']] "	-1.5	-1.5	0	0	0	0	Horror
 Wristcutters: A Love Story 	477139	-6	-4	403536	1	2006	" [['Goran Dukic', 'm'], ['Etgar Keret', 'm']] "	" [['Goran Dukic', 'm']] "	" [['Chris Coen', 'm'], ['Tatiana Kelly', 'NULL'], ['Mikal P. Lazarev', 'f'], ['Jonathan Schwartz', 'm'], ['Adam Sherman', 'm'], ['Chapin Wilson', 'NULL']] "	-1.5	-1.5	0	0	0.166666667	0.111111111	&&&&
 X-Men: The Last Stand 	376994	244801626.3	273201485	535485553	3	2006	" [['Simon Kinberg', 'm'], ['Zak Penn', 'm']] "	" [['Brett Ratner', 'm']] "	" [['Avi Arad', 'm'], ['Lee Cleary', 'm'], ['Ross Fanger', 'm'], ['Kevin Feige', 'm'], ['James M. Freitag', 'm'], ['Stan Lee', 'm'], ['John Palermo', 'm'], ['Lauren Shuler Donner', 'f'], ['Kurt Williams', 'm'], ['Ralph Winter', 'm']] "	-1.5	-1.5	0	0	0.1	0.076923077	Action
Accepted	384793	-5.82861015	42642208.61	44664409.93	1	2006	" [['Adam Cooper', 'm'], ['Bill Collage', 'm'], ['Mark Perez', 'm']] "	" [['Steve Pink', 'm']] "	" [['Michael Bostick', 'm'], ['Louis G. Friedman', 'm'], ['Brian Lutz', 'm'], ['Mark Perez', 'm'], ['Tom Shadyac', 'm']] "	-1.5	-1.5	0	0	0	0	Comedy
Apocalypto	472043	46628881.2	59296357.01	141089985.8	3	2006	" [['Mel Gibson', 'm'], ['Farhad Safinia', 'm']] "	" [['Mel Gibson', 'm']] "	" [['Vicki Christianson', 'f'], ['Bruce Davey', 'm'], ['Ned Dowd', 'm'], ['Mel Gibson', 'm'], ['Sergio Miranda', 'm'], ['Farhad Safinia', 'm']] "	-1.5	-1.5	0	0	0.166666667	0.111111111	Adventure
Aquamarine	429591	13988664.36	21679331.27	26787071.74	3	2006	" [['John Quaintance', 'm'], ['Jessica Bendinger', 'f'], ['Alice Hoffman', 'NULL']] "	" [['Elizabeth Allen Rosenbaum', 'f']] "	" [['Susan Cartsonis', 'f'], ['Steven R. McGlothen', 'm']] "	-1.5	-1.5	0.333333333	1	0.5	0.5	Comedy
Beerfest	486551	-6	-4	25953411	3	2006	" [['Jay Chandrasekhar', 'm'], ['Kevin Heffernan', 'm'], ['Steve Lemme', 'm'], ['Paul Soter', 'm'], ['Erik Stolhanske', 'm']] "	" [['Jay Chandrasekhar', 'm']] "	" [['Michael Beugg', 'm'], ['William Fay', 'm'], ['Bill Gerber', 'm'], ['Peter E. Lengyel', 'm'], ['Scott Mednick', 'm'], ['Richard Perello', 'm'], ['Thomas Tull', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
Bonneville	487195	-6	-4	1704000	3	2006	" [['Daniel D. Davis', 'm'], ['Christopher N. Rowley', 'm']] "	" [['Christopher N. Rowley', 'm']] "	" [['R. Michael Bergeron', 'm'], ['Bob Brown', 'm'], ['John Kilker', 'm'], ['Robert May', 'm']] "	-1.5	-1.5	0	0	0	0	&&&&
Bordertown	445935	-6	-4	10603834	3	2006	" [['Gregory Nava', 'm']] "	" [['Gregory Nava', 'm']] "	" [['David Bergstein', 'm'], ['Cary Epstein', 'm'], ['Simon Fields', 'm'], ['Sue Jett', 'f'], ['Tony Mark', 'm'], ['Barbara Martinez Jitner', 'f'], ['Gregory Nava', 'm'], ['Tracee Stanley', 'f'], ['Frederick R. Ulrich', 'm']] "	-1.5	-1.5	0	0	0.333333333	0.272727273	&&&&
Bug	470705	-6	-4	8919539	3	2006	" [['Tracy Letts', 'm']] "	" [['William Friedkin', 'm']] "	" [['Kimberly C. Anderson', 'f'], ['Michael Burns', 'm'], ['Gary Huckabay', 'm'], ['Michael Ohoven', 'm'], ['Malcolm Petal', 'm'], ['Andreas Schardt', 'NULL'], ['Jim Seibel', 'm'], ['Bonnie Timmermann', 'f'], ['Holly Wiersma', 'f']] "	-1.5	-1.5	0	0	0.333333333	0.272727273	&&&&
Cars	317219	81600542.1	284532909.3	538157027.6	1	2006	" [['John Lasseter', 'm'], ['Joe Ranft', 'm'], ['Jorgen Klubien', 'm'], ['Dan Fogelman', 'm'], ['Kiel Murray', 'f'], ['Phil Lorin', 'm'], ['Robert L. Baird', 'm'], ['Daniel Gerson', 'm'], ['Bonnie Hunt', 'f'], ['Don Lake', 'm'], ['Steve Purcell', 'm'], ['Dan Scanlon', 'm']] "	" [['John Lasseter', 'm'], ['Joe Ranft', 'm']] "	" [['Darla K. Anderson', 'f']] "	-1.5	-1.5	0.166666667	0	1	0.2	Comedy
Cashback	460740	-6	-4	4174797	3	2006	" [['Sean Ellis', 'm']] "	" [['Sean Ellis', 'm']] "	" [['Lene Bausager', 'f'], ['Sean Ellis', 'm'], ['Daphne Guinness', 'f'], ['Peter Hampden', 'm'], ['Norman Merry', 'm'], ['Vijay Thakur', 'NULL']] "	-1.5	-1.5	0	0	0.333333333	0.25	&&&&
